PC1
35.14393011
24.11258294
-36.74251737
66.69208802
17.73157121
-71.95623189
-57.34710905
-91.94985723
0.720021364
21.50155485
-38.6148511
97.80013094
-81.85922545
47.12336687
-24.53770077
77.80372116
21.58166926
-86.33103562
-90.317875
100.486123
27.68074909
99.19787096
29.02520947
-86.94418572
