PC2
-5.817305698
-8.754781981
-15.77517752
4.18185882
-10.28069631
-4.498518917
-11.77525482
26.25249252
-13.61918862
-9.395502964
-15.61899525
15.9339294
4.843736353
-2.378632851
-16.09811083
8.205618984
-9.488387025
11.4308698
20.91563372
17.02794061
-7.844863653
16.49362797
-7.267034593
13.32674284
